,Tweets
319,you know what else is pretty fucked up? that it took most people hearing that k*t v*n d is anti vax and has her cats on a vegan diet to get upset about her and not getting married to a white supremacist .
320,1 hour into my new vegan diet.. https://t.co/FuCc9u01wz
321,"NEW OFFER!!

40% Off Everything (Excludes Bundles)
Use Code: SNSUMMER

Shop Supreme Nutrition: https://t.co/nEhlwPJUch

#Ad #shopping #collagen #nutrition #Diet #energy #Vegan #vitamins #discount #vouchercode #beauty https://t.co/tkqNiIUBEY"
322,"Great article on everything you need to stay healthy and get all your nutrients on a plant-based diet.

#veganism #veganhealth ##veganlifestyle 
 https://t.co/dIDwKCFWGw"
323,"@MarieGann2 @angelzplay That's wonderful for you. My daughter explored the paleo/vegan diet and after 6 months, she gave up and went to Botox.  

I haven't that kind of patience, just give me something to fix the problem. I'm probably part of the Big Pharma problem. 😉"
324,"Who is with me? I recently embarked on a full plant-based diet challenge: 1 week, vegan only. Now, 3 weeks in, the effects on my body and general health (perceived; bloodwork yet outstanding) have been astonishing. I feel great, more focused, less sore, a…https://t.co/FnXjPZ7xhi"
325,"@Nichola62072520 Markle is what is termed a ""FLEXITARIAN"".
She is 100% NOT vegan (which is a lifestyle NOT a diet) and she is NOT a vegetarian as she eats chicken, fish/seafood, eggs, dairy for sure and possibly red meat as well."
326,@bigchow80 @LSDionysus @oatmlkamericano @Iearningalive I do not buy leather or furs because I see that as unethical. I buy animal products from ethical farms and avoid factory farms. I do care about animals but I also care about my diet and I understand that I would not get enough nutrients to survive if I was vegan
327,"@f1uctuate never met someone who was a vegan that didn’t make sure to make their personality about veganism. veggies have never imposed their diet on anyone neither do pescatarians. But vegan, they’ll pull up a pic of a calf and be like THIS IS GOING TO BE KILLED BC OF YOUR DIET like chill"
328,@vaspider My owner can’t be vegan. She was vegetarian for a long time and her health was not good. She hates meat but it is either meat or mega supplements. She still require supplements even with a diet that includes meat and dairy. She would not survive a zombie apocalypse
329,"I will happily support any client that is vegan/wanting to switch to a vegan diet, but this tweet is ridiculous.

False claims like this completely delegitimise the positive aspects of a vegan diet.

Also, using What The Health to support your argument isn't the best move... https://t.co/lxj8kPTnHt"
330,@yashar She also feeds her dogs a vegan diet. Which is animal abuse as far as I’m concerned.
331,Long but v useful read to consider for food shopping. Some key points: vegan diet best by far for environment &amp; most sustainable given population growth; food miles count for &lt;emissions than expected unless by air; local meat often has hidden food miles eg soy feed from S America https://t.co/z3YIlbN0D1
332,"@MileyCyrus You can get Omega 3s from plant sources (in fact, that’s how fish get it)

Current scientific evidence shows that all our nutrient requirements can be met with a balanced 100% vegan diet (  including Omega 3s )

https://t.co/tNMJg0ishe? https://t.co/aPdKAYjU6j"
333,"Today marks the 27th anniversary when I committed to a vegan diet. As is my custom, I will celebrate by getting the biggest, thickest steak in town and having it simmered in lard."
334,i dont care if you're vegan. please PLEASE do not put your dog or ANY other animal on a vegan diet. it's SO bad for them dude. please.
335,"What is the difference between vegan, vegetarian, and macrobiotic? #diet #health https://t.co/Y9Ecssw6S0 https://t.co/QwKn6du8Wu"
336,"If in the future everyone actually became vegan or whatever like a diet of nothin but plantation where r we gunna put all the eggs we no longer eat ¿ like that’s a whole lot of eggs just there n uneaten, tf are we gonna put em"
337,"This sweet and easy carrot apple soup recipe is perfect for any time of the year, it's warming and comforting and everything we love in a soup. https://t.co/RjoLuoLNKv #vegan #applecarrotsoup https://t.co/Hb6HKxYPX2"
338,@ProdanovJoe @SticksAndBr1cks @Veganella_ by saying “being a kind human” and including photos of a dead pig implies that if she doesn’t jump straight into a vegan diet that she is not a kind person. that is rude and unnecessary when she is literally making the effort to not contribute to the meat and dairy industry.
339,I’ve never seen a vegan push their diet on non vegans but I’ve seen plenty of non vegans push meat onto vegans
340,"@ExtinctionR Yes, I’ve made many personal changes to my diet and lifestyle, including being *almost* vegan. 

But my changes alone aren’t going to be enough. We need changes from the top down, too. 

Even if my own emissions were zero, the big polluters haven’t changed."
341,"@Flailmorpho_ With all that said, though, I still have reduced my meat intake, because while I'm still bitter with vegans, they're right about the environmental cost of growing just one cow. I have been getting more into a pescatarian diet, but I don't know how well I could handle full vegan."
342,"@BunnyNut @soy_milk_latte_ Right?? Although I could never go vegan for health reasons, I can eat whatever tf I want without having to run it by the self-appointed diet police. And guess what? I. Like. Meat. 🤷🏻‍♀️"
343,"@soy_milk_latte_ Not for everyone.  Don't take me wrong. If you want to be vegan that's great. Your choice 
But it is not the diet for everyone.And personally I prefer oat milk in my Latte."
344,"Plant Based eating has so many benefits! Including reducing anxiety! Food is medicine! 

Best Diet Hack to Get Healthy &amp; Lose Weight: Go Vegan Before 6 

https://t.co/rbi2sp9CIj"
345,I can honestly say I would really try to have a more vegan-based diet if it wasn’t SO expensive
346,كل product بتطفحوه عبارة عن vegan replacement لحاجة ف meat diet سواء برجر، جبنة، رز معمول من الشوفان حاجات كلها جية shipped من برة يا جمال الcarbon footprint اللى بنقعد نتخانق مع شركات البهايم بسبب غازاتهم اللى واخدة اكتساح في الcarbon footprint
347,@jennafarmeruk I feared the same @jennafarmeruk  but have successfully implemented a vegan diet which has had huge benefits for my Crohns.  I’m on regular infliximab infusions and aza daily (same as before diet).
348,"@ShutUpDanni @JessicaXDiamond If only ableist vegans spent half as much energy on helping out diabled people with finding a suitable vegan diet as they spend harassing and belittling us for our health problems 😬

Still wouldn't make veganism viable for everyone, but at least it would be genuinely helpful"
349,"@FentyCops The best diet for losing weight is Weight Watchers, according to the experts who rated the diets below for U.S. News. Volumetrics and the vegan diet tied for No. 
https://t.co/ifEy4Z2h2g"
350,@SUGARBABYRARA Actually... some days ago a girl was naming every desease of people who can not go vegan. Then some nutritionists appeared and said there is not illnes that makes someone stop being vegan. A well planned diet is useful for the 99 % of the population.
351,@KivanBay None of my friends who are vegan for the sake of diet or animals are agreessively pushing lies or fear or shitting on people who can't be vegan.
352,"I actually wrote a blog post about how much I earn, where I live, how I travel, etc making it very hard to maintain a vegan diet. Someone just says ""that's not true, you're not trying hard enough"". I'm sorry but trying hard doesn't make me less poor. https://t.co/Zu2FlMlv36"
353,My Lunch - Vegan. All homemade and homegrown greens. HealthyFood ==&gt; https://t.co/WBOeC33Dn7 #fitness #health #diet #gym #weightloss https://t.co/UFnDw1AQPR
354,"tw // food , diet , eating

being vegan sounds nice it probably would make my stomach feel better... im just too irresponsible with my eating to do it"
355,11) Beegan- the vegan with honey included in diet.
356,vegan diet i'm otw babyyyy
357,@Thee__Doll I keep it real with her and then she talk like and act like a lil white girl she all bad lol how u put a baby on a vegan diet I swear u gotta pick the right ones to lay down with lol
358,@oatmlkamericano @FeloinFelion @enyashello @konrkonrkonr lmao I’ve been over this a million times. I’m on lithium. Drastic changes to my salt levels would kill me this any changes to my diet would kill me. I’m switching products up - I buy vegan meat the majority of the time and nut milk. But I can’t commit to it because it’ll kill me.
359,@LttlMissRuby They are so loud and it's really frustrating. I'll keep fighting to make vegan communities  more inclusive. Please let me know if there's anything I can do to help you do one vegan step (like lifestyle stuff if you can't change your diet) 💗
360,"@DenimViktro That is not true, Millions of people survived with a vegan diet"
361,"And I'm also wondering if my vegan diet might be another contributing factor?
Pretty amusing because EVERYTHING else is fine.

Just that pesky vit D staying in the low teens.

Fuck.

At the same time I'm also rather photosensitive. It's all so very LOL"
362,@animals_trans Inspiring. I need to take a stand with my cats rejection of xir vegan diet
363,@KGrahamToronto 100%agree! However if you’re just starting to transition into a vegan diet I always recommend taking it at your own pace &amp; don’t feel bad if you do eat some junkie vegan food sometimes. I have an IG we’re I share some things I cook (mas.vegans.) Stuff like walnut tacos &amp; more🥰😋
364,"@soy_milk_latte_ This is super ablest, and classist too. With my specific physical illnesses I could NEVER be vegan or vegetarian- ever. Point blank. Plus, no amount of tofu is going to take away MH issues. Im an LMHC, medications help anxiety/depression not just a diet change."
365,"Yes, we needs to be our sit up, listen and act moment!
According to the University of Oxford*: Going #Vegan is the single biggest thing anyone of us can do to stop species loss and save the Planet.
*More detail: https://t.co/Ew9WJeHB1k
#ExtinctionTheFacts #Extinction https://t.co/Y5492pwerM"
366,Stopping being vegetarian/vegan is actually HARD on your body if someone DOES have an ED and is also vegan they actually should not quit the diet while recovering bc if you eat meat after not for a while you WILL get terribly sick which can.......set back your recovery
367,devon and i are *finally* gonna start working towards a vegan diet today and my organs are so excited
368,"@soy_milk_latte_ I mean factoring in anemia, blood types and being underweight with a soy allergy is pretty valid. Or not being able to afford the higher cost of food. But it doesn’t matter. Ppl could eat vegan 🌱 diet 90% of the time and you’d still find a way to shame them."
369,"@TONTOWHYSOPUNK Ok cool, point me to an example of it not working out because of the vegan diet itself, health-wise."
370,@Rainmaker1973 @dcminx Will keep going with vegan diet
371,"@PagePlacePlate Honestly it's tricky enough for me to have a vegetarian diet and get the right balance -- most days I don't quite get it, so vegan I would just find impossible! 😓"
372,"@PagePlacePlate I have PCOS which means I need to watch my macros (high protein, low carb diet) and I have found that trying to that + be vegan would be so limiting as many vegan sources of protein (beans etc) are also carbohydrates so I would basically have to live off tofu 😭"
373,"anyway watch some vegan documentaries (earthlings, what the health, &amp; cowspiracy to name a few) to see what the animal agriculture industry is actually doing to us &amp; why a vegan diet should be the goal for everyone who CAN do so bc it's ACTUALLY in the best interests of all of us"
374,"@seedsinthewaste @Randalf_osrs Hello, I am vegan and I suffer from IBS. It can be a challenge but I am managing it well I believe. I use the https://t.co/OnPXqBN2OS. Google low FODMAP vegan &amp; you will find loads of resources.  It is possible. X"
375,"Literally none of my health issues were improved by going vegan. They were not made worse, but they were not made better. I still get acne when the weather changes even without dairy. I'm still mental. Veganism isn't a health kick or a diet. Shut up."
376,@aubrey_huff @BJLaflin Stay on that vegan diet means more Steaks for me!
377,"'While the diet has been stereotyped as something exclusively for soy-latte swilling, upper-middle class white hipsters, there is a long history of black veganism in the US and abroad' BBC News - Why black Americans are more likely to be #vegan https://t.co/T1AqkrYzBh"
378,"Prescribed as treatment by doctors. Diets can be recommended but in a very general sense and it’s important that those who are newly diagnosed make a note of trigger foods, if there are any. This can include a vegan diet; veganism may help and reduce the symptoms of IBD for some"
379,@soy_milk_latte_ I have IBS and the foods that make up the protein in a vegan diet are also the foods that I can't eat. Like i literally can eat most foods. But I can't eat soy or beans. So no. I will not be healthier if I went vegan.
380,"@lifeveganized Worse are celebrities that misinform people about veganism. Calling themselves vegan when they just tried it for “diet”, for health for a period of time, those who use leather and endorse brands that aren’t cruelty free and  @PETA calls them vegan as well."
381,"@JackBradders The body actually doesn't break down fiber, it acts to ""clean"" the bowels, plus being that everything except meat and dairy have fiber, they'd have issues on any diet PLUS it didn't matter whether vegan or not ppl w ibs need a low FODMAP diet which is def possible w veganism"
382,"even if u cant have a vegan diet doesnt mean you cant use cf+v cosmetics, soaps, shampoo, conditioner, etc 😐"
383,"@PagePlacePlate @Randalf_osrs This... I have to follow a low fodmap diet, very difficult when I was vegan so now I’m vegetarian but as vegan as I can be without getting unwell."
384,Any vegan diet is acceptable from a moral point of view. Even if it is not optimal in terms of health. Vegans shouldn't confuse ethics with health.
385,"im going kinda semi-vegan and just trying to cut down, if you're vegan what was the hardest thing to cut down/cut out of your diet?"
386,"Another study ... Inflammation markers down significantly in just a couple months. 

https://t.co/XeJUT97WUU"
387,"@ceresisaplanet @ms_sun_shines @Randalf_osrs There is actually quite a lot of research into diet and autoimmunity. https://t.co/HszcuQ1is5

Dairy cross-reacts with gluten and both are known triggers of auto-immunity. I wonder if it's removing dairy that helps rather a vegan diet per se???? I'm veggie/vegan too, btw!"
388,@yashar ...a vegan diet has been directly linked to an increase in pomposity. https://t.co/L1mEKTy2d9
389,My dog is on a raw meat diet but always wants a bit of vegan kebab when I cook it???? U can’t have it both ways hun
390,@SkySportsBoxing Canelo was still on the vegan diet tho
391,I've enjoyed a vegetarian diet this past week and it's done wonders for my body. Vegan next!
392,"@autistictic Ethical vegans like me realise that not everyone can have a fully plant based diet. The definition of veganism says to exclude animal products ""as far as possible or practicable"" so you'd still have a vegan lifestyle if it's not possible to fully exclude animal products."
393,@michnmpofu really? i don't find a vegetarian diet expensive. vegetable and grain based meals are relatively cheaper than meat based meals. i find that it's these vegan meat &amp; dairy substitutes that are expensive.
394,"@mariarubla Hi Maria. I'm sorry to hear of your experience. Whilst we do not offer a dedicated vegan range at present, you can visit our website https://t.co/FCCQI6o1o3 to find out which of our core range products are suitable for a vegan diet. Thanks - Tim"
395,"@AllieCowley6 I was vegan for 3 years. My health meant that I HAD to go back to eating at least some meat. The majority of people will live very well on a vegan diet, but there are always exceptions"
396,"@DirectorDan86 A vegan diet doesn’t have to cost much at all. Increase your quantities of oats, lentils, tinned beans and pulses, nuts and of course fruit and veggies. Vegan meat replacements are generally around the same price or cheaper than meat. Hope this helps x"
397,"@likaluca Vegan Gumbo. Our family started a plant-based diet in April and have made our version of this dish at least once a week since finding the recipe, including last night. 😍  https://t.co/GDWGBjz3Fd"
398,"@JessicaXDiamond I like vegan food and I'm always up to try vegan food, probably more than half the time that will end in me having an allergic reaction lol I also have severe anxiety and depression so dealing with diet and guilt over my diet is also really hard, I'm just trying to survive"
399,@Beard_Club I thought the extreme weight loss was down do a vegan diet? 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
400,"I'm just as bipolar after 6 years of being vegan as I have always been.

I did, however, experience a severe increase in mania symptoms when I was trying a raw vegan diet a. 🤔"
401,VEGANS STOP IMPLYING A VEGAN DIET WILL CURE MENTAL ILLNESS CHALLENGE
402,"So I’ve recently decided to become vegan. I’m a bit nervous. I hear a lot about how it affects your health from people, some have good things to say and others say it can actually have a negative impact on it. Do any long-time vegans have tips about how to balance this diet?"
403,"@wildroses1434 And that's the thing - a vegan diet can be an excellent source of protein, but if you can't eat those protein sources to begin with then you're kind of screwed!"
404,A healthy little piece of art as a good start: A vegan apple-pancake made from banana without added sugar HealthyFood ==&gt; https://t.co/WBOeC33Dn7 #fitness #health #diet #gym #weightloss https://t.co/AqwA8WtT2j
405,when will yt vegans learn that veganism isn't a diet? that you can be vegan without eating a plant based diet?
406,"@twitchyspoonie @QueerlyAutistic Yet I constantly have people, upon learning I am nearly-vegan, insisting my *genetic* medical issues *that started at birth* are somehow being caused by a diet I adopted in high school."
407,"@vjoIIca @MaryamDuraid @BrownReice @RobFoxlover @JBTEvans @Playtime8978 every parent forces a diet on their kid seems they're the ones who buy in and cook the food...whether that's meat, veggie or vegan, so..."
408,But I'm trying to eat more vega/vegan where I can. But a full vegan diet would make my whole life more complicated (autism) and will likely make me sick or create more issues with my energy levels.
409,@DirectorDan86 Fresh veg from markets is cheap as chips! I’m not vegan but occasionally slide into a vegan diet when I’m really skint!
410,"Anda termasuk tipikal suka menjalankan diet vegan?

Simak manfaat &amp; risikonya di website YesDok. 

Kemudahan konsultasi kesehatan Anda dengan aplikasi YesDok

layanan Dokter 24 jam untuk solusi kesehatan. 

https://t.co/dZTf2eaeF9"
411,"#ItCanBe My dream is to open a kitchen that will sell South African vegan traditional food I would like to distribute the food to public hospitals around so to help with a diet balanced meal for patients, I hope to raise enough money for me to fulfill this ."
412,@AnneCroucher @Alan_Watson_ @medicalinguist @hargrump @MaryamDuraid @RossWenk @Veganella_ @vidit_sethi @BobBurg @Rev0lvingDoor @healthypour @LauraHillsLamb @Incornsyucopia @ukmav @sibaburck @Dave06031956 @KingDavey1000 @joorrrds @BrownReice @RChrisCC @hated_jb @bulkbiker @ScepticalDoctor @patrick_yerby @robob3ar @JohnnyNogereIIi @Voice4thevoice2 @CarnivoreIs @MaureenStroud @CarnivoreAntMan @clover_mark @LeomantVictoria @douglasritz @jonnettlefold @DMDent @pjschneid @CarnivoreCarol @Arachnocat14 @MrAmazinglyAce @ed_flava @PedantDog @BarryCPearson @vegan_raven @TheVeganHunter @xeyedmess @Cynwel73 @daveprof @vegansince96 @seasylvia2005 @Clovermark60 Don't mind Alan. He thinks that you cannot die on a vegan diet just like Michael Greger misleads people but that those lies are for a good cause if you can keep a few chickens alive.
413,"@ceresisaplanet @Randalf_osrs I'm one of those with sensory problems and a limited diet. It's not fun. 

If someone tried to make me eat a vegan diet I'd starve."
414,"We offer - Vegan Diet Consultancy in Los Angeles, California. Contact us at: https://t.co/0PEDvO9ObT
#VeganBasket https://t.co/TZGi4oOZMJ"
415,"@hippieg0th @LSDionysus @oatmlkamericano @Iearningalive change you diet for medical reasons but, for example, don't buy leather or products tested on animals or non food items that have animal products in then you are still vegan 💚🌱"
416,"@Randalf_osrs My brother has autism and is selective with what he eats. If we switched him to a vegan diet, he would never eat again."
417,"@InfernoGuyDude @Geenvolger She's not forcing it down your throat is she?   Oatmeal for breakfast. Peanut butter and jelly sandwich for lunch. Steamer bags of rice &amp; vegetables for dinner.  Eat whatever vegan stuff is already there like fruit &amp; vegetables, pretzels, chips. Learn to cook &amp; expand your diet."
418,@nickbailey317 @PushedTv @johnpaul_mejia although i agree that ppl should go vegan if they can / cut as much mass produced meat out of their diet as possible i also think claiming that veganism ISN’T inaccessible for a lot of people on the grounds of anecdotal evidence isn’t helping ur point get across. kudos to u tho
419,@jay_rey623 😂😂😂 we can accommodate your vegan diet. 🥰❤
420,"@Bird92Enormous @jameelajamil I’m a bloke and been trying to get pregnant for years. Tried everything- Vitamin C, going to the gym, vegan diet .......   just goes on and on. Please help"
421,@artofstumbling I do agree with her that a vegan diet is good for general health. But I would never tell someone they must go vegan when people have individual reasons why they can’t or don’t want to.
422,"@MMHealthRetreat Hi, I don't know if this is really Barbara O'Neill's real profile, I hope so, I've been looking for a way to contact her for a long time. I know she raised 8 children on a vegan diet."
423,"Is a vegan diet better for your health? - BBC World Service, CrowdScience podcast https://t.co/nolGjzlpeS"
424,"@soy_milk_latte_ And unfortunately your words are unkind and thoughtless and, as such, are unlikely to persuade people who may be considering a vegan diet to try it. If you care about your cause as much as you claim I would reconsider your approach on Twitter. Your experience is not everyone’s."
425,"@MortalityYT @DeltaDeltaX Yes, also being able to switch your diet and lifestyle is privileged. I support every vegan out there but it just simply won't work for everybody."
426,"@autistictic Veganism is not a 'one-size-fits-all' diet unfortunately. I was vegan for 4yrs and yes I did it 'right' (I'm autistic/adhd - intensive research is my thing!) but it made me ill, mentally IMO, due I guess to absorption issues in my gut. Years later it turns out I had ..."
427,"@yankinwales @AbleismCancel @johnpaul_mejia You literally have no clue what you are talking about. Do your research.
On a vegan diet you can live healthily for good, try just eating meat and nothing else and see how soon you die."
428,@KimBledsoe14 Diet. vegan only from now on and watch the turnaround 😊
429,"@poppyoa Literally nearly spat out my coffee when I read this.  Veg is actually harmful to me... I have intestinal failure, a stoma. I can’t digest some veg owing to the fibre and thus run the gauntlet of it causing a blockage. 😬 Not sure vegan diet is going to work for me😉."
430,@veganshite My boyfriend went from a meat-heavy diet to vegan because of me. My best friend is now vegan. My dad has switched to mostly veggie and uses soy milk. Cutting ourselves off from people because they’re not vegan would seriously reduce the impact we have!
431,📷 So my #Doctor was #WRONG! #keto was causing my #cholesterol to hit 400 points. I did lots of research and switched to a #Vegan #Diet. I feel better than ever. After 80 days I’ve lost 27lbs &amp; all of my cholesterol issues are gone. My... https://t.co/C83kUcYSRk
432,"@yashar She also advocates for feeding dogs (and I assume other pets that require meat in their diet) a vegan diet. So honestly, she's kind of trash."
433,So my #Doctor was #WRONG! #keto was causing my #cholesterol to hit 400 points. I did lots of research and switched to a #Vegan #Diet. I feel better than ever. After 80 days I've lost 27lbs &amp; all of my cholesterol issues are gone. My #target weight is 150lbs so just 30lbs to go.
434,Happy Monday! We did a #trends roundup of the Vegan world. Read on for a varied discussion from Miley Cyrus quitting the vegan diet to the latest insights in the Vegan Beauty world. #vegan #beauty #makeup #insights #research https://t.co/CfYBkNRAKv
435,"Some unresolved points from the @AJCNutrition #GreatDebateNutrition (https://t.co/EatHpguXtj)

❓ Is a #vegan diet healthful for everyone? (as a side question: can *any* diet be generalized as best option?)

@DrNealBarnard: YES
@fleroy1974: NO
Twitter: ......................... ? https://t.co/CsX9aTf2Vf"
436,@JessicaXDiamond @JoannaNoBanana YES!! I have BAM and used to be veggie/vegan. I can only have 40g of fat per day and a vegan or veggie diet just doesn’t work with my chronic illness. I don’t need other people’s’ judgement on top of my own food guilt and illness!
437,"@QueenKatarina1 @BenGoldsmith 🤣🤣👌. I guess your ignorance is bliss for you , another example of a vegan diet making you bitter and twisted , now for my bacon sandwich and milky coffee"
438,"@SophieJane96x @v3ganbuiltbody @thomasbowell But you're spreading misinformation on twitter which is harmful to animals. If you want to be vegan, the first step isn't in your diet. It is your mindset."
439,"@v3ganbuiltbody @thomasbowell Everyone is different. Some in ED recovery thrive on a vegan diet, others find it triggering. It’s not your place to judge that."
440,"@thomasbowell @SophieJane96x Hi Tom, why do you think a vegan diet is mor expensive and lacks protein?

I've been vegan 1.5 years and my shopping is actually slightly cheaper and I'm still able to get 150g protein a day.

People who live in a food desert may struggle but that's 1.2 million out of 66.6 mil"
441,"@BBCGoodFoodShow @bbcgoodfood Vegan diet is very nutritious,  especially if supplemented with red meat, chicken, fish, dairy and bacon"
442,@keanadianne Cause everyone I know who is a vegan solely eat a plant based diet and that is the premise of it for them. And also the assumption the original poster is writing under.
443,"@theshortness I’m not asking you to be plant based or even to consider a plant based diet. I’m asking why you can’t be vegan, DIET &amp; FOOD ASIDE."
444,@JessicaXDiamond I am a vegan and this crap bothers me. This kind of attitude just helps to turn people away from veganism. I fully understand that some people have valid medical reasons for not being able to do a vegan diet. The health argument for veganism is BS. Omni diets can be healthy.
445,"I tried going vegan. Considering I had severely limited diet as a child due to sensory issues, taking out eggs and cheese made it really difficult to eat. I've been vegetarian since I was 3, and I don't drink cows milk any more. I have no guilt over not being vegan. https://t.co/HRNXtvNJbE"
446,"@Randalf_osrs plain and simple, Allergies. I know people with so many allergies that they couldnt possibly be vegan and eat a balanced diet"
447,"#RHOA cast member @Porsha4real is whipping up some ""perfect"" vegan meals.
https://t.co/GanoEHKWTS"
448,@LilithEve10 I was vegan for several years and what I found was that the tiredness does go away but if it’s really bad then maybe you need to eat more? Also there’s an enzyme that’s really hard to get in a vegan diet which can really effect your mood and stuff - left a screenshot https://t.co/tSPE49mPGH
449,"While the onsite greenhouses and gardens can’t produce all of the food for residents there, the architects estimate that they can grow 40% of the food needed for a vegan diet.  https://t.co/f7fHpz132E"
450,"@theshortness Veganism is not a diet. Like I said, twice, you don’t need to be plant based to be vegan. There are plenty of vegans who are not plant based. Why can’t you be a vegan who isn’t plant based?"
451,"@yashar @thirdmanogie She is only alive because her ancestors ate animal products. First world food fussy needs to think famine and fortunes; not everyone has the luxury, access, money to micromanage their diet to pure vegan levels.  She is a smug pill."
452,@keanadianne I do eat according to my needs which includes meat so I wouldn't call that a vegan diet.
453,"@SticksAndBr1cks The hardest thing for me was staying in keto on a plant based diet and actually enjoying my meals, but I found ways it just took time but I gave my self 12 months from veggie to vegan will never ever go to animal produce ever again"
454,"@soy_milk_latte_ Yes a healthy diet can improve various health problems. But you don't need to go vegan to eat healthfully. The health argument for veganism is BS. I am vegan for ethical reasons. If all I cared about is health, I wouldn't be vegan."
455,"Day 1 of a vegetarian and vegan diet (for a while, my body seems to need a cleanse) and day 1 of no alcohol, it’s damaging to my mourning and healing process."
456,@keanadianne I mean my diet is the main thing. I have numerous allergies that conflict with eating fully vegan.
457,@soy_milk_latte_ Citation needed! A vegan diet isn't magic. There are ways to do really shitty vegan diets. I got high cholesterol on a vegan diet because of the high saturated fat junk food I was eating. So vegan diets can also make your health worse. &gt;&gt;
458,"@milkmyoats The same people who say “VeGaNiSm IsNt A dIeT” are the same ones who forget to advocate for non dietary lifestyle changes. Why don’t you promote buying second hand leather instead of buying new, using vegan toiletries and cosmetics etc?"
459,@hkuae @FructoseNo @ProfTimNoakes @kukashnjudster Well Arnie is promoting a vegan diet while still eating meat what’s not to mock!  #money
460,@soy_milk_latte_ Do you have some evidence to back up your claim? I am sure there are people who claim BS health reasons for not going vegan. However there are legit medical reasons why someone can't do a vegan diet. Posts like yours do a disservice to veganism.
461,SANTÉ...Le régime keto peut-il provoquer une chute de cheveux ? https://t.co/F6DGDUlQMM #régime #diet #vegan #végétarien #keto #france #alimentation #nutrition #bio #santé #cheveux #hairs #québec #femmes #féminin #hommes #paris #marseille
462,"@dorie_bernstein @soy_milk_latte_ You can eat a healthy vegan diet really cheap. Things like Beans, lentils, rice, oats, potatoes ETC are all really cheap and great staples in a healthy diet. Vegan only gets expensive if you buy the substitute products. Healthy is only expensive if you buy BS super foods."
463,"@SerenB9 @DrRJordanPrice The most environmentally friendly diet is seasonal, native, organic, low food miles. 

Kudos if you are vegan/veggie in that way, but if you have processed facsimile ""meats"" and out of season imported fruit &amp; veg in your fridge, you are every bit part of the problem. 

Own it."
464,@doodlebeth I am a vegan and I hate vegans like that. I recognize that some people have valid medical reasons for not being able to do a vegan diet. As long as people reduce their intake of animal products they are making a difference.
465,"@theshortness Can I ask why you can’t be vegan, outside of your diet?"
466,"@FarmerJ64811483 @Gilly65115877 And I’m not saying that vegan diet is perfect - there is much more that even vegans can do improve the sustainability of their diets: eating seasonably, etc. Peas, seitan, mycoprotein (quorn), wholewheat pasta are https://t.co/rzrezsv0jd of those found grown in the UK"
467,"@bigchow80 @keanadianne @jessicakeogh And promoting veganism as a diet, which is not, prevents people from doing the *other* stuff which would class them as vegan"
468,"Am I vegan? No. However, if any of you are vegan, please do let me know so that I can adjust to your preferred diet."
469,"And idc what excuse anyone makes. If you pressure someone with an ED to go vegan and call them cruel and shit, you’re a piece of shit. EDs are complicated and different for each person. Stop recommending diet changes to ED patients if you aren’t an ED recovery specialist!!!!!"
470,I just want you uppity vegan hoes to know.... ITS EXPENSIVE CONVERTING OVER. Im just switching to a completely dairy-free diet and its doubled my grocery cost tremendously. So yall hoes telling people its cheaper to be vegan or plant based are fucking liars.
471,Could you imagine using your specific experience to try and dictate what other people do with their food intake? Congrats that going vegan didn’t effect your ED but pressuring anyone with an ED to change their diet is fucking dangerous and reckless. Wtf is wrong with you???? https://t.co/CFZc7AjG5k
472,"@j2lovesfriday @TaylorLorenz I’m anemic too. I take an iron supplement, along with some Vitamin C, which is a regulator of iron absorption (https://t.co/107s8UxRXS). I usually just have some orange juice. There are no essential nutrients that can’t be gained on a vegan diet!"
473,"Didn't you literally just say on your reply  above ""they eat what they have affordable access to"" ???

Having a healthy and variet diet IS a privilege on its own, vegan or not. https://t.co/TQ6I7AXm0O"
474,"@TheChrisLapakko @keris3ne Me: it's a privilege to have consistent and reliable enough acces to a large enough variety of fruits nuts and vegetables to have a strictly vegan or vegetarian diet.

You:  idk you sound privileged to me.

Are you trolling me right now?  I honestly can't tell"
475,Atkins Diet Vegan Cookbook  Live Healthy and Start Your Vegan Diet Plan to Lose Weight  Jamie F https://t.co/9s9n818CRk https://t.co/YJGAfWTZbP
476,"you call it drinking to excess in solitude, I call it a vegan liquid diet affect cleanse"
477,@michael_w_busch @JLewisland @QuintinPeters11 @johnpaul_mejia ...and a vegan diet is still more efficient when it comes to saving water. Not sure what your point is. Sure if you try really hard you probably can have a vegan diet that has a bad environmental impact but no vegan does that ?
478,"@Tspaceinbetween According to the University of Oxford:
Going #Vegan is the single biggest thing anyone of us can do to halt #climatechange, reverse deforestation, preserve biodiversity, stop species loss and save the Planet.
#extinctionthefacts 
#amazon #amazonfires
https://t.co/6bZjWVj33g"
479,"@MartinJohnson32 According to the University of Oxford:
Going #Vegan is the single biggest thing anyone of us can do to halt #climatechange, reverse deforestation, preserve biodiversity, stop species loss and save the Planet.
#extinctionthefacts 
#amazon #amazonfires
https://t.co/6bZjWVj33g"
