,Tweets
352,@yung_pissbaby @SmokeInTheShed @ohgodwhatdoiput @Keplacuts @Arthurpeaky1 @OwenJones84 @jordanbpeterson He’s dying because he got addicted to benzos after his wife got diagnosed with terminal cancer not a carnivore diet
353,@KetoAbs I sleep like a rock on the carnivore diet and I'm not always hungry.
354,"When it comes to your diet, you must look at the long-term.

If you've been overweight for decades, veganism can work.

For a while.

If you've been overweight for decades, carnivore can work.

For a while.

But problems occur over the months &amp; years.

Make sure it's sustainable."
355,"@ohgodwhatdoiput @Keplacuts @Arthurpeaky1 @OwenJones84 @jordanbpeterson his daughter has an auto-immune disorder that limits the food she can eat comfortably and red meat is one of the few things that doesn't fuck her up so Jordan started the carnivore diet to stand with her and try it out.

yall are literally shitting on a man for supporting his kid"
356,"which is one of the major benefits of carnivore, you're in ketosis 24/7

there are many pitfalls in a traditional ""keto"" diet that take you out of ketosis(too many nuts/fruits/veggies), but there is no chance of failure on carnivore https://t.co/rg6vlRd5HL"
357,"It's time to think differently about what you put into your mouth #MeatHeals 🥓🍗🍖🥩✌️

https://t.co/OX8ek37jqH"
358,"@per_bylund @SteakAndIron Carnivore diet implies better oral health, implies a pH slightly alkaline. Supersaturation of plaque fluid increases when pH increases. Eating leavy greens increases pH, meat/fish lowers pH. Oral bacteria use calculus formation to protect themselves for lower pH."
359,"All diet trends will rise and fall. As popular as keto, carnivore and low carb are at the moment there will come a time when their popularity will end.
 
A nutritional approach should be agnostic and relate the individual rather than a blanket approach."
360,I miss being on the carnivore diet :( I need to get back on that again
361,"1/2  Funny, in the past, no one ever asked me why I ate all that sh.. on the Standard American Diet and why was I ruining my health, but they sure ask me now why I eat such a “restrictive diet” on an unusual schedule. (Carnivore, intermittent fasting)."
362,"im basically a carnivore at the point lol rip veggies 
(except for garlic i guess)
tho it means im losing barely any muscle mass hehe
also turns out tea and protein boosts your metabolism so guess whos actually burning fat despite my atrocious diet and lifestyle lmao"
363,"@SnackVanTM bro, humans can't even digest cellulose (33% of plant cells), also carnivore diet kills less animals and better for environment than vegan diet. check out @meat_rx @SBakerMD https://t.co/yfwHMCv2Pu  thanks for the late night beef jerky snacks!!"
364,"Marbled Cat

Distribution: Southeast Asia
Average Lifespan in the Wild: Unknown
Romanised Name: Māburu kyatto
Scientific Name: Pardofelis marmorata
Diet: Carnivore
Conservation Status: Near Threatened
Japanese Name: マーブルキャット https://t.co/gr8O8b2T98"
365,@SBakerMD I see you're seeking funding for effects of a carnivore diet on illness. Have you considered a trial with families that have children with autism. My son who is on the spectrum has made great strides in 3 years of Keto and now carnivore.
366,@AllanRDiaz1 @ligia_meches Mi peso anda mal tho pero nada que un mes de ayunos y carnivore diet y weightlifting no arregle
367,@gift5305 ถ้ากินแต่โปรตีนอย่างเดียว เป็นโปรตีนจากเนื้อสัตว์นะคะ ถ้าโปรตีนจากพืชจะมีคาร์บ เรียกส่า carnivore diet ค่ะ เป็นการตัดคาร์บให้เหลือ0 ตัดมากไปกว่าคีโตอีก
368,i feel like the carnivore diet is not dumb enough for me so i'm going on a diet of just spider mites
369,Does the #carnivorediet work? Is it healthy? #carnivore #diet https://t.co/d80J1AIghj
370,@AhmadLathan Try a carnivore diet !!!
371,@girevik_ Carnivore diet works
372,"As a kid watching the Lion King it may have been a bit funny watching Nala pin Simba as if she's much stronger than him (well, Simba was living off grubs that time instead of carnivore diet). But as an adult it's not THAT surprising. Lionesses are actually the superior hunters."
373,"@SBakerMD ~1 year ago I went 90% carnivore/10% nuts,fruits,veggies. Also adhered 100% to SCD diet. Goal was to stop Diverticulitis attacks and get healthy. It worked to a degree. I got strong and felt good overall. BUT bloodwork just came back and cholesterol is off the charts https://t.co/YnPqqTTKj4"
374,@MattCressKeto Why do you and your ilk claim to be carnivores? Humans can't get all nutrients needed for optimum health on a carnivore diet so don't bs us that you're a carnivore. True carnivores also kill and eat the animal still dying. Not from a freaking shop.
375,@FoodFirst_Ty @KenDBerryMD Wear a CGM for a week on a standard low calorie diet then do a week on Carnivore and you'll never say anything so stupid again.
376,"@FoodFirst_Ty @KenDBerryMD I have never felt better following a carnivore diet, i will continue onward with my anecdote."
377,just informed my family of my switch to an all meat carnivore diet
378,Carnivore Diet – Myths about Meat – Phil Escott – WHIS 2018 https://t.co/lH3wJcxDRb via @YouTube
379,"i didnt have many ideas for the meanings of the colors/stripes for the two flags ive made so far, so meanings can be changed or just mean whatever you want them to mean

but heres carnivoregender! where your diet somehow connects to being a carnivore and living off a diet of meat https://t.co/hngyAkjnPR"
380,"@VeganRecovering I'm so sorry. I hope she recovers quickly. I would definitely go meat-heavy keto/carnivore if I were in your position, assuming you'll be able to prepare her meals and oversee her diet. I'm not sure that I would trust a stranger with doing it right."
381,@SBakerMD @meat_rx You really blocked me for saying eat some carbs on Instagram. You’re just like the vegans now Shawn what a 360. You now have a financial incentive in this diet health is secondary. I lost all my muscle a few months ago on carnivore welcome to show dickhead.
382,"Thanks to the #Carnivore diet, I finally look good in a romper. I didn't think it was possible lol https://t.co/mAxC8xRCbg"
383,Raw carnivore diet 🤯 https://t.co/2xOstWJx4j
384,Carnivore diet seems outrageous
385,@mejlordd i’m guessing maybe keto or carnivore diet people..? that’s my best guess since it doesn’t really specify
386,"@lyntwo2 @saifedean Also check Dr Ken Berry on carnivore diet.
#ProperHumanDiet"
387,@KenDBerryMD Good to know because sardines or salmon are 1/3 of my carnivore diet 👍 1/3 beef and 1/3 eggs
388,"learn to develop a diet plan that works best for you - vegetarian diet, carnivore diet, which diet is most effective? - visit https://t.co/bCbpRTb3Xs for Personal Growth information  #Inspiration https://t.co/i68aGMEkTv https://t.co/guPQ9WTQgc"
389,"Feel like it's worth mentioning that in the common clickbait phrase 'I healed ten years of x y z through the xyz diet', the words, vegan, keto, or carnivore are interchangeable."
390,Smashing the Carnivore diet!! https://t.co/iEioYbdgmD
391,"@KetoCarnivore @janvyjidak @astro_lass @DaveKeto @tednaiman @BenBikmanPhD @BrianWileyCHC @bschermd @IMWHorvitz @TuitNutrition idk if you've heard of Peter Mara, this is from the Neslazeno site, it's about 600 days of carnivore: 
""Petr Mára, a well-known technological expert, in his next video describes his experience with the so-called carnivore diet"" https://t.co/NqQ9ogLapM"
392,"I recently saw a tweet from a woman complaining about how men who have to cut into the steak to see if it’s cooked enough are unattractive....

well thanks to the carnivore diet, I think now have a chance with women. https://t.co/Z7oWmxsJFy"
393,"@LaraBriden Carnivore diet in the far north-no oranges for Vitamin C, no wheat for vitamin E, no carbs. Per US Institute of Medicine (2002): ""The lower limit of dietary carbohydrate compatible with life apparently is zero, provided that adequate amounts of protein and fat are consumed."" https://t.co/Ojt5lX9GCC"
394,@KenDBerryMD Hi Dr Berry. Can I include salmon and sardines in my carnivore diet and get effectively the same result? Great video!
395,@IcePiqqCardiay If you vegan I can respect no meat in ya diet... but as a carnivore steak is top tier
396,"If the article is being promoted, it remains to be seen by whom?!?!🤷‍♀️
https://t.co/2PWCGbSby0"
397,"@OurCompass @memanmevegan @fleroy1974 You’re the only one dodging the point, so clearly you do force a vegan diet on that obligate carnivore, which is solely reliant on you for all of its nutritional needs.  You are an animal abuser and that cat should be removed from your care immediately, you disgusting hypocrite."
398,"vegetarian diet, carnivore diet, which diet is most effective? - the right diet can enhance our sense of well-being - visit https://t.co/bCbpRTb3Xs for Personal Development information  #BookWorm https://t.co/i68aGMEkTv https://t.co/zyAr90XGjI"
399,"vegetarian diet, carnivore diet, which diet is most effective? - has your diet produced the results you are seeking? - find Personal Growth info at https://t.co/bCbpRTb3Xs  https://t.co/i68aGMEkTv https://t.co/8nI0QuEkyN"
400,@FitFounder Thoughts on carnivore diet?
401,Third week on the carnivore diet and I'm rarely hungry anymore.
402,@tbohen Very common for people on a carnivore diet.  I eat 8 jumbo eggs sometimes when working out.
403,@TheOnlyNetsFan He lives on carnivore diet and does not eat sugar.
404,"some diets are unsustainable and will ultimately fail - vegetarian diet, carnivore diet, which diet is most effective? - visit https://t.co/bCbpRTb3Xs for Personal Development information  #BookBoost https://t.co/i68aGMEkTv https://t.co/Mm8HylFqL5"
405,"vegetarian diet, carnivore diet, which diet is most effective? - we can make positive changes in our lives through dieting - visit https://t.co/bCbpRTb3Xs for Self Improvement information  https://t.co/i68aGMEkTv https://t.co/AlQdr4x2lh"
406,@KetoAbs Yes--that happened for me after the transition phase (about 2 weeks). Plus my sleep improved a lot because my chronic joint pain due to EDS improved on the #carnivore diet--by a lot.
407,"@Calv_Hunt I recall reading this where he advises against whey, so I thought I’d drop it and see if there’s any downside or plus-side https://t.co/fJrnYbNHq0"
408,"@WAPFLondon ...and rightly so, these foods are all poor. But you won't find people eating a whole food, plant based diet lining the hospital wards. Carnivore blogs are full of idiots wanting to go on statin drugs to keep eating their saturated fat rich diets. Does that sound normal to you?"
409,What if most of everything you've learned about Nutrition Research is wrong? Bart Kay tells why and why he endorses the carnivore diet on the Dietitian Rehab Podcast #podcast #podcaster #carnivore  https://t.co/XNuKBAJ8XM via @DougCookRD
410,@ProfTimNoakes @One_Angry_Chef So condescending and yet misinformed this Angry Chef... Maybe his diet? I'm so chill after going mostly keto carnivore... guess it's a side effect of a naturally nutrient dense diet...
411,"Dr. Berry, thanks for posting your very-informative video. Your deconstruction and comparison-and-contrast of both the Ketogenic and Carnivore diets educates the layman/laywoman how diet can affect both chronic inflammation and auto-immune health issues. https://t.co/n4mseDVdco"
412,"@fitintobooks I’m curious to hear how it goes for you (I expect “great”). And Twitter people are very helpful whenever you have Qs.

I have a series of interviews with my friend before/15-days-in/30-days for carnivore diet. Anxiety improved, 6 months later he is still on carnivore. Want link?"
413,"@KenDBerryMD Who says that a carnivore diet isn't Keto?
Keto varies from person to person, but I'm only fat adapted and Low Carb - so in and out of Keto daily."
414,"KETO Diet vs CARNIVORE Diet, which is better for You??
WATCH:  https://t.co/lqDw6rm4HD https://t.co/FrLgpSebsq"
415,"Carnivore Diet vs Keto Diet, Which one is Better for Weight Loss? https://t.co/JZq53o50do via @YouTube https://t.co/7aKx6z1aix"
416,@ACRSimpleTasks Carnivore diet heals this without drugs. Look into it.
417,Dr. Paul Mason - 'Carnivore Diet &amp; Optimal Health' https://t.co/lf37TrhG19 via @YouTube
418,@RealMNchiefsfan Do as Dirty Dan does... carnivore diet for 30 days. You'll get to your weight goal and you'll feel soooo much better.
419,1/4 This might be TMI.  Noticing changes: My #sprinting has been consistent and I'm doing more reps. My bodyweight strength training (@jerryteixeira) is also consistent.  My diet is #keto and moving toward more #carnivore (carnivore adjacent?)
420,@RiazGilani @jmollel @samirasawlani I am 70 years old. I only eat meat and eggs. I am healtheir than I was young. I have done thorough research on the carnivore diet. Do a google search. Your area of expertise is different.
421,@rexjonesnews Ask him to go on the carnivore diet. He would feel so much better.
422,@cha_neg Carnivore is such a fun diet to be on!!! Good luck 😁
423,"This takes into account things like:

- Cholesterol
- Uric acid
- Liver function
- Heart health
- Blood pressure
- Blood sugar &amp; diabetes

The Mediterranean Diet is the closest thing to ticking all the boxes.

Not veganism or carnivore."
424,"Name: Sea Bear
Scientific Name: Enaliarctos mealsi
Diet: Carnivore
Location: USA, California, and Oregon
Size: Around 1.5 meters long
Location: USA, California, and Oregon"
425,Debunking The Carnivore Fad Diet Pseudo-Science Myths #1: Excess Protein Intake From Meat Is Healthy  #HealthTalk https://t.co/wcpnEmrl4C
426,"Kicking back with some late night Coca Cola and finishing the first draft of my Hospital adventure.

About to start a major diet and exercise regiment. Carnivore diet + cardio and resistance training.  I've gotten fat as hell during the shutdown. Enough's enough."
427,"@DebrahW72 @Simplybec81 Have you heard of the Carnivore diet? I know it sounds nuts, and as an animal lover it does make me feel tremendous guilt, but at least now I don't touch dairy at all which is an even worse industry for animals apparently. Also look into the keto diet and intermittant fasting."
428,"@Raajje_Blog Proteins is the problem. 
Don't we want more proteins?

https://t.co/PcJ8bGlH2X https://t.co/BjMmI8nPWW"
429,Losing half a kilo of body fat per day on carnivore. Day 18 of #lion diet
430,"@BioLayne I’m not a vegan but he has some solid grounds here. Real living ex.of cave men; Eskimos. 
And We r not Eskimos we don’t have Eskimos genes but keto/carnivore community pushing to become an Eskimo🙄
besides they r short fat &amp; suffering from Heart D.s 

https://t.co/kqxUa0qAah"
431,"@Absolute_Garbag I think you look absolutely lovely the way you are, but I've done the carnivore diet off and on &amp; I've always lost at least 10-15 pounds the first couple weeks. And it's a pretty easy diet"
432,"@SteakAndIron I developed a severe vibrational alodynia due to oxalates over a 9 year period. Severe &amp; new calculus. Diet was good (no junk or processed food), mostly vegetables, meat, nuts and seeds. Since going carnivore autoimmune has reduced 80% in last year, less calculus and softer."
433,@johnkvallis @CarnivoreMD Carnivore here. I love it. Best diet I’ve ever followed.
434,@RealMNchiefsfan Carnivore diet
435,Dr. Paul Mason - '#Carnivore Diet &amp; Optimal Health' https://t.co/sGbjDccys5 via @YouTube #livebetterlonger
436,@deane_ag Since when was ‘carnivore’ a restrictive diet?! I must be living in the wrong century
437,@Tymelessbeauty4 Oh I’m a carnivore momma so you know what my diet is mostly. Can’t change it either lol
438,"+Carnivore diet.
Ah man, I gotta give up coffee now. https://t.co/CcAmWSpkMU"
439,"@Chibi_Byte Ok, I'll try the carnivore diet"
440,"Herbivore or carnivore? People get very passionate about their diet and what works for them. However, not everyone needs or wants the same #food and one size doesn’t fit all. If you’re wondering how to make… https://t.co/mW44OQ3K4n"
441,"Glucose, sucrose, fructose, starch, and lactulose are what feed the bacteria in the mouth, S. mutans, that produce dental cavities and plaque buildup.

Carnivore diet can arguably rescue dental health, especially with the high intake of necessary factors for calcium utilization. https://t.co/3OUysJixlr"
442,@SBakerMD hey I'm looking at starting carnivore diet and I understand you are looking at doing a study. I'd like to talk to you about this if at all possible please
443,FYI ferrets really aren’t that stinky if you clean their cage/bedding often and feed them a proper carnivore diet. They require lots of attention and are so worth it. ❤️
444,"@SassyKadiK Wow, how fun I’m on the carnivore diet and I can’t have any of that. I’ll pretend.  I think it’s going to be so juicy anyway"
445,"@eallen83 LCHF-2013, keto 2015, carnivore 2017, beef only 2018, then i diagnosed a rare genentic issue. I cann eat all beef carniovre. I eat eggs &amp; fish predominantly. Now trying to dial in optimal diet for Hartnup's between keto &amp; my style carnivore https://t.co/bzNN3pjLph"
446,"@CelticCarnivora Curious, you must have tried a total carnivore diet like Jordan Peterson?  I think he was eating only steak, water, and salt because his body was so hyper-sensitive to EVERYTHING.  Sounds similar to you.

Something about a even cup of apple cider set him off for a MONTH : ("
447,@TradySlim carnivore diet?
448,Who else is on carnivore diet!!!! I’m over 30days
449,"@jerryteixeira Yeah labels can convey too much unintentional meaning.

I eat mainly meat and mainly low carb. I’m not sure I would use low carb or carnivore to describe my diet. Meat based is the closest label I can think of. I’ll have a burger bun occasionally and rice if it aligns with goals."
450,@UnbiasedKatie I started the Carnivore Diet yesterday. I ate a 22 ounce Ribeye last night to get it started. This morning I had a pound of bacon and a 1/2 pound of calf liver. Where did you bury this ham? I'm hungry
451,"learn to structure your diet for maximum effectiveness - vegetarian diet, carnivore diet, which diet is most effective? - visit https://t.co/bCbpRTb3Xs for Life Transformation information #Foodie https://t.co/i68aGMEkTv https://t.co/HJSfgAptxv"
452,"@SteakAndIron Since going keto, and especially carnivore, i get crazy amounts of tooth stone behind the lower teeth! I never had any on a regular diet. I don't believe that's plaque, since i had zero new cavities in the past 3 years. My tooth washing regime stayed about the same."
453,"Looks like Diet Wars has officially begun...and the carnivore crowd takes the early lead on the vegans (taking advantage of all that stored PCr). It's a bold strategy Cotton, let's see if it pays off. Will be difficult to maintain as this thing shifts from anaerobic to aerobic https://t.co/tlXOabach8"
454,@xeyedmess @fitomnivore @NanciGuestRDPhD @CCUBEDIS @CakeNutrition @DuttonTj @CanenePhd @HansConser @ahhite @rustnutrition @Wendi_Irlbeck @StephHfitness @RDValerie @BioLayne @DNSatUofI @ProfTimNoakes There were people higher up in this thread mentioning the carnivore diet so the avoiding carbs comment was more directed at them 🙋🏼‍♂️
455,"yes &amp; the amount of protein eaten in America is more than enough so do not go on a ""carnivore diet"". Dehydrate your meat/dry it. There are many children in the world who have protein malnutrition. https://t.co/Lhy1xExxN7"
456,"[LIVE NOW] The Carnivore Diet EXPLAINED with Dr. Paul Saladino, MD (@CarnivoreMD) https://t.co/iotgGUrF3Q"
457,@QouBou @gagirlalways I am on a carnivore diet so I don't eat any of that crap. Never felt better.
458,"https://t.co/oVL48PObor keto like 
meals keto like diet plan what keto pills work how many keto drinks per day 1keto 310 
keto 0 pills for keto is it net carbs keto like how many keto cookies can i eat keto versus 
carnivore keto 800 number how often cheat keto to keto food"
459,"THE CARNIVORE DIET IS SO HARMFUL.

straight up making people terrified to eat fruits, veggies, nuts, seeds—some of the most nutrient dense foods on the planet.

surviving off steak and butter is NOT normal or sustainable!!!"
460,Incredible.  I challenge any other diet to heal your body and brain like keto and carnivore diets can https://t.co/m8Bfjl2vrf
461,"@Walkfit1 Or you could quit eating sugar &amp; carbs &amp; plants, go high protein &amp; lose weight faster &amp; easier. #carnivore diet is #FountainOfYouth"
462,"@dnarunner My 30 yodaughter had serious gut health issues that doctors couldn’t diagnose. She tried to solve with a vegan diet and she got even sicker. She is a new person on carnivore. After years of fatigue and worsening health, she just completed a 5k night trail race with us last week."
463,@alexfeinberg1 Thoughts on carnivore diet for those with autoimmune issues?
464,@Kobe__Forever carnivore diet doin wonders(?
465,"how can we know the type of diet that will work best for us? - vegetarian diet, carnivore diet, which diet is most effective? - find Self Development info at https://t.co/bCbpRTb3Xs #Foodie #StayHome https://t.co/i68aGMEkTv https://t.co/U1LwpEkHtm"
466,"vegetarian diet, carnivore diet, which diet is most effective? - learn to stick to your diet when your schedule is very busy - find Self Improvement info at https://t.co/bCbpRTb3Xs #Readers #KindleBooks https://t.co/i68aGMEkTv https://t.co/qQ8OOrhHHE"
467,@besf0rt He is a bigger advocate of the wet ass asshole with the carnivore diet
468,"Jawfish, Blue Dot 🐠🐠

Size: 3.5""
Tank: min 30 gallons 
Diet: Carnivore 
Temperament: semi-aggressive 
Care Level: Moderate 
Reef Compatible: Yes

#aquaticwarehouse #jawfish #fish #fishtank #saltwater #aquarium https://t.co/ky8nUW3lE3"
469,"@AquafabaMcGee Sounds legit.  Did you know the word carnivore when used to describe humans comes from an ancient Greek word meaning ""village idiot"" or more broadly ""vile clown""?  Keto is a Japanese word from the Muromachi period meaning ""always on a diet"" or ""fool scared of bread""."
470,"@KenDBerryMD Hello, I have had kidney transplant 19 months ago. Can you please advice if Carnivore diet would be safe for me as it will be high in protien. My renal dietiacian is not happy me eating high protien diet. Please help. TIA"
471,"@spooky__grandma Carnivore diet has helped me stay in remission from autoimmune disease. That veggie platter would destroy my bowels. If it works for you tho, go for it. I support any diet that makes u feel good"
472,"@jonnettlefold @drandyphung @IftikharKazi Haha. I don't eat salt, but I'm not offended about it. My Carnivore diet has varied over the decade and it's further complicated by recent long term intestinal illness, but generally"
473,"Carnivore diet trial fund raiser
https://t.co/cU90bB23aY"
474,@girlwithredhurr I’d seriously recommend giving @Mangan150 a follow. Carnivore diet and intermittent fasting has some significant health benefits.
475,"@CoiningBits @Mangan150 if I stay on my diet I am in remission (low to no sugar, no alcohol, carnivore diet with Vit C, Magnesium, Probiotics, Vit D/K2 supplements.  NO gluten."
476,@Mangan150 Auto immune diet (very heavy meat based keto or full carnivore) is definitely a thing but it’s very very few docs who are smart enough to buck the AMA.
477,"“If you were on medication prior to keto/carnivore and came off of it as a result of health improvements from the diet, what is your estimated amount of savings per year in cost (to you/billed to health insurance)?
I was on none, &amp; currently supplement b vits/vit D so I'm boring” https://t.co/SzUFk73WkN"
478,"When you hear the word ""diet"", what comes to your mind?⁣
⁣
🚫 Restriction. 🚫 Rabbit food. 🚫 No carbs.⁣
⁣
The list goes on.⁣
⁣
So what comes next? You go to Dr. Google to find the ""best"" diet.⁣
⁣
Keto, Paleo, Atkins, Carnivore, Whole30, Vegan, WeightWatcher https://t.co/jHJ8z2avij"
479,@GaticaDebra Yes. A carnivore diet is part of the proper human diet
480,"So pumped for this one. @CarnivoreMD is extremely impressive in his ability to explain the benefits of eating a 'nose-to-tail' carnivore diet. I just finished his brand new book 'The Carnivore Code' (Excellent), &amp; am ready to rock! 

Get hype!

Livestream: https://t.co/PxG2ksgxHq https://t.co/MDjnlywz9b"
481,"@practicalbob After 1 year on carnivore diet, went to hygienist and was accused of cheating on her."
482,@no_url Give it a try. Eggs are a near perfect food. Check out some carnivore diet people if you want guidance. @MikhailaAleksis has great info
483,CARNIVORE DIET- SIDE EFFECTS OF QUITTING! https://t.co/awlOh7XcOx #carnivorediet #keto #ketosis #ketogenic #weightloss #weightlossjourney #lolaslifelessons #worldcarnivoremonth #eliminationdiet
484,"@Barely_Audible4 I was referencing that the carnivore diet seems to cure many mental health issues including ""depression.""   I've noticed I'm damn happy 24/7 on carnivorish eating.  No shrink for me."
485,"After losing 10 lbs in 33 days on Carnivore diet I’m ready for Phase 2. 

Let’s f*cking GO!"
486,"@EthanVanSciver Being a bit noisy here and wondering human carnivores or natural carnivores, stay vigilant? Also Carnivore diet for humans is the dumbest and most dangerous thing ever conceived for health."
487,"@Salvato18210648 @LDLSkeptic @KenDBerryMD @CarnivoreMD @KetoAurelius @SBakerMD @KetoCarnivore Lol.. Just because people eat meat it doesn't mean it's the cause. Just look at those on the carnivore diet. It's not the meat it's everything else you eat with it. 
I lost 40lbs while increasing my meat &amp; healthy fats intake but dropped all carbs. Healthy as ever in my 40's"
488,@RobertLustigMD For mental health remove gluten and casein but even better eat a high fat carnivore diet that excludes dairy and all plants including all plant fats and oils.
489,"@ScepticalDoctor @Maclagan_was_OK @ArmandoPCE reflective of the rest of the world

4. Current figures for animal agriculture are pretty much useless when trying to defend a carnivore diet, because a carnivore diet would multiply those current figures many times over. Yes, beef production ""only"" emits 6% of total GHG, but we"
490,"https://t.co/9HDyFLu7fU keto drinks per day 1keto 310 
keto 0 pills for keto is it net carbs keto like how many keto cookies can i eat keto versus 
carnivore keto 800 number how often cheat keto to keto food keto versus intermittent 
fasting how often keto strips how many"
491,Carnivore Diet Clinical Trial https://t.co/GeOAUff0wJ
492,"@trevort87 @ManoliosLisa @MajorPatriot Meat is a huge no for me personally. I can't eat red meat or pork, chicken isn't too bad. Veggies hate me too at the moment lol. I've heard lots of good about the carnivore diet tho."
493,"@scott_morrell @Brickandpickle @kamran_fareedi @prageru @UN @antonioguterres He went on a carnivore (beef-only) diet to control his depression. Then his dosage of clonazepam was increased to deal with his anxiety. Later he tried to stop taking it but he experienced ""horrific"" withdrawal symptoms. (1/2)"
494,Carnivore Diet success stories – with Michaela https://t.co/3pwyRvSZ1Y
495,"https://t.co/Shn9iCqdCC  keto like 
meals keto like diet plan what keto pills work how many keto drinks per day 1keto 310 
keto 0 pills for keto is it net carbs keto like how many keto cookies can i eat keto versus 
carnivore keto 800 number how often cheat keto to keto food"
496,"Name: Javan tiger
Scientific Name: Panthera tigris sondaica
Diet: Carnivore
Date: Possibly went extinct in 1975.
Size: 248 cm (98 in) long
Weight: 100 and 141 kg (220 and 311 lbs)
Location: Indonesian Island of Java"
497,@ManoliosLisa @KNB_Acts529 @MajorPatriot There is. It’s called the carnivore diet.
498,"Name: Alberta lizard
Scientific Name: Albertosaurus sarcophagus
Diet: Carnivore
Date: Late Cretaceous (71 to 68 mya)
Size: 9 m (30 ft) long
Weight: Between 1.3 tonnes and 2.5 tonnes (2.8 tons)
Location: Western North America"
499,"@sortedfood My freezer is like 70% meat*, 29% veg, and 1% ice. 

*husband does best on carnivore diet, and the majority of our meat is raised at a small family ranch about 100 miles from us, and processed even closer."
